"gene_name","Human Gene ID","HGNCID","Human Symbol"," Species","Mouse GeneID","MGIID","Mouse_Symbol","DIOPT Score","Weighted Score","Rank","Best Score","Best Score Reverse","Prediction Derived From"
"RGS19","10287","13735","RGS19","Mouse","67865","1915115","Rgs10","2","1.91","low","No","No","eggNOG, OrthoDB"
"RGS19","10287","13735","RGS19","Mouse","50780","1354734","Rgs3","2","1.91","low","No","No","eggNOG, OrthoDB"
"RHOT1","55288","21168","RHOT1","Mouse","59040","1926078","Rhot1","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RHOT1","55288","21168","RHOT1","Mouse","214952","2384892","Rhot2","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"RLTPR","146206","27089","CARMIL2","Mouse","234695","2685431","Carmil2","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RLTPR","146206","27089","CARMIL2","Mouse","268747","2448573","Carmil3","3","2.94","low","No","No","OrthoDB, orthoMCL, RoundUp"
"RLTPR","146206","27089","CARMIL2","Mouse","68732","1915982","Carmil1","3","2.83","low","No","No","eggNOG, orthoMCL, RoundUp"
"RNASEH2A","10535","18518","RNASEH2A","Mouse","69724","1916974","Rnaseh2a","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RNASEH2C","84153","24116","RNASEH2C","Mouse","68209","1915459","Rnaseh2c","13","13.28","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RNF121","55298","21070","RNF121","Mouse","75212","1922462","Rnf121","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RNF130","55819","18280","RNF130","Mouse","59044","1891717","Rnf130","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RNF130","55819","18280","RNF130","Mouse","330812","2443860","Rnf150","4","3.94","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, RoundUp"
"RNF130","55819","18280","RNF130","Mouse","67702","2677438","Rnf149","3","2.91","low","No","No","eggNOG, OrthoDB, OrthoFinder"
"RNF130","55819","18280","RNF130","Mouse","71300","1918550","Rnf148","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"RNF130","55819","18280","RNF130","Mouse","386611","2677436","Rnf133","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"RNF130","55819","18280","RNF130","Mouse","66889","1914139","Rnf128","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"RNF217","154214","21487","RNF217","Mouse","268291","3610311","Rnf217","9","9.2","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam"
"RNPC3","55599","18666","RNPC3","Mouse","67225","1914475","Rnpc3","13","13.26","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"RPL10A","4736","10299","RPL10A","Mouse","19896","1343877","Rpl10a","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPL11","6135","10301","RPL11","Mouse","67025","1914275","Rpl11","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPL11","6135","10301","RPL11","Mouse","100040551","3642334","Gm10036","7","6.71","moderate","No","Yes","Compara, eggNOG, OMA, orthoMCL, Panther, Phylome, TreeFam"
"RPL11","6135","10301","RPL11","Mouse","328825","3644404","Gm5093","5","4.87","moderate","No","Yes","eggNOG, OrthoFinder, Panther, Phylome, TreeFam"
"RPL11","6135","10301","RPL11","Mouse","100040540","3704227","Gm10288","4","3.67","moderate","No","Yes","eggNOG, orthoMCL, Phylome, TreeFam"
"RPL11","6135","10301","RPL11","Mouse","665330","3644073","Gm7589","3","2.77","moderate","No","Yes","eggNOG, Phylome, TreeFam"
"RPL22","6146","10315","RPL22","Mouse","19934","99262","Rpl22","9","9.32","high","Yes","Yes","eggNOG, HGNC, Homologene, Isobase, OMA, OrthoFinder, orthoMCL, Panther, TreeFam"
"RPL22","6146","10315","RPL22","Mouse","100047372","-","LOC100047372","6","6","moderate","No","Yes","Hieranoid, Inparanoid, OMA, OrthoInspector, Phylome, RoundUp"
"RPL22","6146","10315","RPL22","Mouse","68028","1915278","Rpl22l1","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"RPL30","6156","10333","RPL30","Mouse","19946","98037","Rpl30","13","13.33","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp"
"RPL30","6156","10333","RPL30","Mouse","433003","3648103","Gm5481","2","1.91","moderate","No","Yes","OrthoFinder, Phylome"
"RPL30","6156","10333","RPL30","Mouse","625281","3644100","Gm6570","2","1.9","moderate","No","Yes","OrthoFinder, orthoMCL"
"RPL35","11224","10344","RPL35","Mouse","100038991","3780170","Gm2000","10","9.77","high","Yes","Yes","eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam"
"RPL35","11224","10344","RPL35","Mouse","66489","1913739","Rpl35","8","8.37","moderate","No","Yes","eggNOG, HGNC, Homologene, OMA, OrthoFinder, orthoMCL, Panther, TreeFam"
"RPL35","11224","10344","RPL35","Mouse","100040823","3642381","Gm10269","5","4.77","moderate","No","Yes","eggNOG, orthoMCL, Panther, Phylome, TreeFam"
"RPL36","25873","13631","RPL36","Mouse","54217","1860603","Rpl36","10","10.28","high","Yes","Yes","Compara, eggNOG, HGNC, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp"
"RPL36","25873","13631","RPL36","Mouse","668092","3648534","Gm8973","3","3.01","moderate","No","Yes","eggNOG, OrthoDB, Panther"
"RPL36","25873","13631","RPL36","Mouse","436081","3645343","Gm5745","3","2.83","moderate","No","Yes","eggNOG, orthoMCL, RoundUp"
"RPL37A","6168","10348","RPL37A","Mouse","19981","98068","Rpl37a","8","8.2","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, OMA, OrthoFinder, orthoMCL, TreeFam"
"RPL37A","6168","10348","RPL37A","Mouse","100653392","3782325","Gm4149","5","5.09","moderate","No","Yes","Hieranoid, Inparanoid, OMA, OrthoInspector, RoundUp"
"RPL38","6169","10349","RPL38","Mouse","67671","1914921","Rpl38","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPL4","6124","10353","RPL4","Mouse","67891","1915141","Rpl4","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPL6","6128","10362","RPL6","Mouse","19988","108057","Rpl6","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPL6","6128","10362","RPL6","Mouse","432502","3647789","Rpl6l","6","5.87","moderate","No","Yes","eggNOG, Hieranoid, Homologene, Panther, Phylome, TreeFam"
"RPL6","6128","10362","RPL6","Mouse","627889","3649145","Gm6807","4","3.81","moderate","No","Yes","Hieranoid, OrthoInspector, orthoMCL, Phylome"
"RPL7","6129","10363","RPL7","Mouse","19989","98073","Rpl7","11","11.45","high","Yes","Yes","eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam"
"RPL7","6129","10363","RPL7","Mouse","268809","3647181","Gm5045","3","2.91","moderate","No","Yes","Hieranoid, OrthoInspector, Phylome"
"RPL7","6129","10363","RPL7","Mouse","66229","1913479","Rpl7l1","2","1.91","low","No","No","eggNOG, OrthoDB"
"RPL7A","6130","10364","RPL7A","Mouse","27176","1353472","Rpl7a","12","12.45","high","Yes","Yes","eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam"
"RPL7A","6130","10364","RPL7A","Mouse","268795","3643413","Rpl7a-ps3","2","2.11","moderate","No","Yes","OrthoDB, Panther"
"RPL7A","6130","10364","RPL7A","Mouse","674419","3643553","Rpl7a-ps5","2","2.11","moderate","No","Yes","OrthoDB, Panther"
"RPL9","6133","10369","RPL9","Mouse","20005","1298373","Rpl9","13","13.36","high","Yes","Yes","eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPLP0","6175","10371","RPLP0","Mouse","11837","1927636","Rplp0","14","14.37","high","Yes","Yes","eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPLP0","6175","10371","RPLP0","Mouse","667618","3644565","Gm8730","4","3.91","moderate","No","Yes","eggNOG, Inparanoid, OrthoInspector, TreeFam"
"RPLP2","6181","10377","RPLP2","Mouse","67186","1914436","Rplp2","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPS13","6207","10386","RPS13","Mouse","68052","1915302","Rps13","9","9.31","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, OMA, OrthoFinder, Panther, Phylome, TreeFam"
"RPS13","6207","10386","RPS13","Mouse","668239","3650602","Rps13-ps5","6","6","moderate","No","Yes","Hieranoid, Inparanoid, OMA, OrthoInspector, Phylome, RoundUp"
"RPS15A","6210","10389","RPS15A","Mouse","267019","2389091","Rps15a","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPS16","6217","10396","RPS16","Mouse","20055","98118","Rps16","13","13.39","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam"
"RPS17","6218","10397","RPS17","Mouse","20068","1309526","Rps17","12","12.37","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam"
"RPS17","6218","10397","RPS17","Mouse","20068","1309526","Rps17","12","12.37","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam"
"RPS21","6227","10409","RPS21","Mouse","66481","1913731","Rps21","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPS25","6230","10413","RPS25","Mouse","75617","1922867","Rps25","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPS25","6230","10413","RPS25","Mouse","243302","3645168","Gm4963","2","1.81","moderate","No","Yes","orthoMCL, Phylome"
"RPS27","6232","10416","RPS27","Mouse","100043813","3704345","Rps27rt","11","10.74","high","Yes","Yes","Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp"
"RPS27","6232","10416","RPS27","Mouse","57294","1888676","Rps27","6","6.46","moderate","No","Yes","eggNOG, HGNC, Isobase, OMA, OrthoFinder, Panther"
"RPS27","6232","10416","RPS27","Mouse","67941","1915191","Rps27l","4","3.81","moderate","No","No","eggNOG, OMA, OrthoFinder, orthoMCL"
"RPS27A","6233","10417","RPS27A","Mouse","78294","1925544","Rps27a","8","8.2","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, OMA, OrthoFinder, orthoMCL, TreeFam"
"RPS27A","6233","10417","RPS27A","Mouse","100042019","-","LOC100042019","7","7.01","moderate","No","Yes","Hieranoid, Inparanoid, OMA, OrthoDB, OrthoInspector, Phylome, RoundUp"
"RPS3","6188","10420","RPS3","Mouse","27050","1350917","Rps3","13","13.39","high","Yes","Yes","Compara, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPS3A","6189","10421","RPS3A","Mouse","20091","1202063","Rps3a1","13","13.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPS3A","6189","10421","RPS3A","Mouse","100043780","3642853","Rps3a2","7","6.75","moderate","No","Yes","eggNOG, Inparanoid, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam"
"RPS3A","6189","10421","RPS3A","Mouse","668144","3643406","Rps3a3","5","4.67","moderate","No","Yes","eggNOG, OrthoInspector, orthoMCL, Phylome, TreeFam"
"RPS4X","6191","10424","RPS4X","Mouse","20102","98158","Rps4x","13","13.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPS4X","6191","10424","RPS4X","Mouse","627967","3648347","Rps4l-ps","2","1.86","moderate","No","Yes","eggNOG, TreeFam"
"RPS6","6194","10429","RPS6","Mouse","20104","98159","Rps6","9","9.3","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, OMA, OrthoFinder, orthoMCL, Panther, TreeFam"
"RPS6","6194","10429","RPS6","Mouse","667739","3650907","Rps6-ps4","5","5.09","moderate","No","Yes","Hieranoid, Inparanoid, OMA, OrthoInspector, RoundUp"
"RPS6","6194","10429","RPS6","Mouse","105244208","-","LOC105244208","2","2.01","moderate","No","Yes","OMA, OrthoFinder"
"RPS6KA2","6196","10431","RPS6KA2","Mouse","20112","1342290","Rps6ka2","16","16.25","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RPS6KA2","6196","10431","RPS6KA2","Mouse","110651","104557","Rps6ka3","5","4.84","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL, RoundUp"
"RPS6KA2","6196","10431","RPS6KA2","Mouse","58988","1927343","Rps6kb2","4","3.94","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, RoundUp"
"RPS6KA2","6196","10431","RPS6KA2","Mouse","72508","1270849","Rps6kb1","4","3.94","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, RoundUp"
"RPS6KA2","6196","10431","RPS6KA2","Mouse","20111","104558","Rps6ka1","4","3.83","moderate","No","No","eggNOG, OrthoFinder, orthoMCL, RoundUp"
"RPS6KA2","6196","10431","RPS6KA2","Mouse","56613","1930076","Rps6ka4","3","2.93","low","No","No","eggNOG, OrthoFinder, RoundUp"
"RPS6KA2","6196","10431","RPS6KA2","Mouse","27219","1351318","Sgk2","3","2.93","low","No","No","eggNOG, OrthoFinder, RoundUp"
"RPS6KA2","6196","10431","RPS6KA2","Mouse","67071","1914321","Rps6ka6","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL"
"RPS6KA2","6196","10431","RPS6KA2","Mouse","73086","1920336","Rps6ka5","2","2.03","low","No","No","OrthoFinder, RoundUp"
"RPS6KA2","6196","10431","RPS6KA2","Mouse","11651","87986","Akt1","2","1.93","low","No","No","eggNOG, RoundUp"
"RPS6KA2","6196","10431","RPS6KA2","Mouse","20393","1340062","Sgk1","2","1.93","low","No","No","eggNOG, RoundUp"
"RPS6KA2","6196","10431","RPS6KA2","Mouse","11652","104874","Akt2","2","1.93","low","No","No","eggNOG, RoundUp"
"RPS6KA2","6196","10431","RPS6KA2","Mouse","23797","1345147","Akt3","2","1.93","low","No","No","eggNOG, RoundUp"
"RPS8","6202","10441","RPS8","Mouse","20116","98166","Rps8","8","8.37","high","Yes","Yes","eggNOG, HGNC, Homologene, OMA, OrthoFinder, orthoMCL, Panther, TreeFam"
"RPS8","6202","10441","RPS8","Mouse","100040298","3704296","Gm15501","5","5.09","moderate","No","Yes","Hieranoid, Inparanoid, OMA, OrthoInspector, RoundUp"
"RPS9","6203","10442","RPS9","Mouse","76846","1924096","Rps9","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RUNX2","860","10472","RUNX2","Mouse","12393","99829","Runx2","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"RUNX2","860","10472","RUNX2","Mouse","12394","99852","Runx1","2","1.93","low","No","No","eggNOG, RoundUp"
"S100A6","6277","10496","S100A6","Mouse","20200","1339467","S100a6","16","16.25","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"S1PR1","1901","3165","S1PR1","Mouse","13609","1096355","S1pr1","14","14.4","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam"
"S1PR1","1901","3165","S1PR1","Mouse","13610","1339365","S1pr3","2","1.91","low","No","No","eggNOG, OrthoDB"
"SALL4","57167","15924","SALL4","Mouse","99377","2139360","Sall4","15","15.3","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"SALL4","57167","15924","SALL4","Mouse","58198","1889585","Sall1","3","2.81","low","No","No","eggNOG, OrthoDB, orthoMCL"
"SALL4","57167","15924","SALL4","Mouse","50524","1354373","Sall2","2","1.91","low","No","No","eggNOG, OrthoDB"
"SALL4","57167","15924","SALL4","Mouse","20689","109295","Sall3","2","1.8","low","No","No","eggNOG, orthoMCL"
"SAMD10","140700","16129","SAMD10","Mouse","229011","2443872","Samd10","13","13.39","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam"
"SAMD10","140700","16129","SAMD10","Mouse","320679","2444518","Samd12","3","3.04","low","No","No","OrthoDB, OrthoFinder, RoundUp"
"SAP30L","79685","25663","SAP30L","Mouse","50724","1354709","Sap30l","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"SAP30L","79685","25663","SAP30L","Mouse","60406","1929129","Sap30","4","3.81","moderate","No","No","eggNOG, OrthoDB, OrthoFinder, orthoMCL"
"SART3","9733","16860","SART3","Mouse","53890","1858230","Sart3","15","15.24","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"SCLT1","132320","26406","SCLT1","Mouse","67161","1914411","Sclt1","12","12.16","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, TreeFam"
"SCNN1A","6337","10599","SCNN1A","Mouse","20276","101782","Scnn1a","16","16.25","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"SCNN1A","6337","10599","SCNN1A","Mouse","20277","104696","Scnn1b","2","1.91","low","No","No","eggNOG, OrthoDB"
"SDC1","6382","10658","SDC1","Mouse","20969","1349162","Sdc1","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"SDHD","6392","10683","SDHD","Mouse","66925","1914175","Sdhd","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"SEC24B","10427","10704","SEC24B","Mouse","99683","2139764","Sec24b","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"SEC24B","10427","10704","SEC24B","Mouse","77371","1924621","Sec24a","4","3.84","moderate","No","No","eggNOG, OrthoDB, orthoMCL, RoundUp"
"SEC24B","10427","10704","SEC24B","Mouse","69608","1916858","Sec24d","2","1.91","low","No","No","eggNOG, OrthoDB"
"SEC24B","10427","10704","SEC24B","Mouse","218811","1919746","Sec24c","2","1.91","low","No","No","eggNOG, OrthoDB"
"SECTM1","6398","10707","SECTM1","Mouse","209588","2384805","Sectm1a","11","11.25","high","Yes","Yes","Compara, eggNOG, HGNC, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"SECTM1","6398","10707","SECTM1","Mouse","58210","1929083","Sectm1b","6","5.91","moderate","No","Yes","Compara, Hieranoid, OrthoDB, Panther, Phylome, TreeFam"
"SEL1L3","23231","29108","SEL1L3","Mouse","231238","1916941","Sel1l3","14","14.27","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"SEL1L3","23231","29108","SEL1L3","Mouse","228684","2684964","Sel1l2","3","2.94","low","No","No","eggNOG, OrthoDB, RoundUp"
"SEL1L3","23231","29108","SEL1L3","Mouse","66839","1914089","0610009O20Rik","2","1.93","low","No","No","eggNOG, RoundUp"
"SEL1L3","23231","29108","SEL1L3","Mouse","20338","1329016","Sel1l","2","1.93","low","No","No","eggNOG, RoundUp"
"SELM","140606","30397","SELENOM","Mouse","114679","2149786","Selenom","14","14.29","high","Yes","Yes","Compara, eggNOG, HGNC, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"SERPINB1","1992","3311","SERPINB1","Mouse","66222","1913472","Serpinb1a","15","15.35","high","Yes","Yes","Compara, HGNC, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam"
"SERPINB1","1992","3311","SERPINB1","Mouse","282663","2445361","Serpinb1b","11","11.36","moderate","No","Yes","Compara, HGNC, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"SERPINB1","1992","3311","SERPINB1","Mouse","380839","2445363","Serpinb1c","9","9.31","moderate","No","Yes","Compara, HGNC, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam"
"SERPINB1","1992","3311","SERPINB1","Mouse","20707","894669","Serpinb9c","3","2.91","low","No","No","OrthoDB, OrthoFinder, orthoMCL"
"SERPINB1","1992","3311","SERPINB1","Mouse","383548","2683293","Serpinb3b","3","2.91","low","No","No","OrthoDB, OrthoFinder, orthoMCL"
"SERPINB1","1992","3311","SERPINB1","Mouse","381286","1277952","Serpinb3c","3","2.91","low","No","No","OrthoDB, OrthoFinder, orthoMCL"
"SERPINB1","1992","3311","SERPINB1","Mouse","20708","894688","Serpinb6b","3","2.91","low","No","No","OrthoDB, OrthoFinder, orthoMCL"
"SERPINB1","1992","3311","SERPINB1","Mouse","20248","3573933","Serpinb3a","3","2.91","low","No","No","OrthoDB, OrthoFinder, orthoMCL"
"SERPINB1","1992","3311","SERPINB1","Mouse","20719","103123","Serpinb6a","3","2.91","low","No","No","OrthoDB, OrthoFinder, orthoMCL"
"SERPINB1","1992","3311","SERPINB1","Mouse","394252","2683295","Serpinb3d","3","2.91","low","No","No","OrthoDB, OrthoFinder, orthoMCL"
"SERPINB1","1992","3311","SERPINB1","Mouse","66957","1914207","Serpinb11","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"SERPINB1","1992","3311","SERPINB1","Mouse","238568","2667783","Serpinb6d","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"SERPINB1","1992","3311","SERPINB1","Mouse","241197","2138648","Serpinb10","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"SERPINB1","1992","3311","SERPINB1","Mouse","20724","109579","Serpinb5","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"SERPINB1","1992","3311","SERPINB1","Mouse","97848","2145481","Serpinb6c","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"SERPINB1","1992","3311","SERPINB1","Mouse","20725","894657","Serpinb8","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"SERPINB1","1992","3311","SERPINB1","Mouse","20709","894671","Serpinb9f","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"SERPINB1","1992","3311","SERPINB1","Mouse","20726","894667","Serpinb9d","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"SERPINB1","1992","3311","SERPINB1","Mouse","20706","894668","Serpinb9b","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"SERPINB1","1992","3311","SERPINB1","Mouse","241196","3042250","Serpinb13","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"SERPINB1","1992","3311","SERPINB1","Mouse","20710","894672","Serpinb9e","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"SERPINB1","1992","3311","SERPINB1","Mouse","435350","2667778","Serpinb6e","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"SERPINB1","1992","3311","SERPINB1","Mouse","116872","2151053","Serpinb7","2","2.01","low","No","No","OrthoDB, OrthoFinder"
"SERPINB1","1992","3311","SERPINB1","Mouse","18788","97609","Serpinb2","2","2.01","low","No","No","OrthoDB, OrthoFinder"
